0,2.39563e+006
1,1.4708e+006
2,348454
3,18945.2
4,8924.23
5,8249.93
6,8414.86
7,9832.94
8,9163.46
9,8437.29
10,9802.48
11,7711.89
12,8812.02
13,8136.98
14,8422.57
15,7807.56
16,9144.43
17,9036.49
18,8136.98
19,8977.09
20,8585.06
21,9573.7
22,8678.71
23,8280.65
24,8686.96
25,8828.68
26,8284.33
27,9023.23
28,8462.71
29,8617.32
30,8739.23
31,8117.9
32,8823.87
33,8704.37
34,8395.83
35,8325.32
36,8003.18
37,8049.25
38,7836.49
39,8234.74
40,8372.73
41,8411.25
42,8292.78
43,8843.73
44,8733.08
45,8437.29
46,8617.13
47,8949.55
48,9279.55
49,8062.84
50,9907.86
51,8612.94
52,7992.02
53,8149.15
54,8957.33
55,8782.24
56,7683.06
57,8617.13
58,20539.1
59,8978.92
60,9023.23
61,7836.49
62,9233.4
63,8130.58
64,8111.27
65,8209.72
66,8379.52
67,9036.49
68,8437.29
69,8436.77
70,8397.37
71,9492.93
72,9089.96
73,8515.47
74,9133.52
75,9322.39
76,8660.33
77,8586.06
78,8393.92
79,8789.06
80,8423.69
81,8477.06
82,9307.8
83,8235.06
84,9290.21
85,8379.52
86,8533.52
87,8601.27
88,7983.68
89,8879.92
90,8056.6
91,8103.53
92,8044.87
93,7683.06
94,8840.4
95,8704.37
96,8462.71
97,9026.91
98,8515.47
99,8617.13
100,8747.24
101,9054.8
102,8103.53
103,8138.73
104,9458.63
105,8417.78
106,8167.54
107,8209.72
108,8733.08
109,8702.88
110,8284.33
111,7711.89
112,8249.93
113,8905.17
114,9419.84
115,8423.69
116,8167.54
117,8418.72
118,7580.29
119,8325.32
120,8702.88
121,9089.96
122,8422.57
123,8977.09
124,9167.68
125,8709.64
126,8689.95
127,7377.34
128,8488.37
129,8708.94
130,9322.39
131,9322.39
132,8617.13
133,8249.93
134,8533.52
135,8458.73
136,7739.73
137,8585.06
138,8947.29
139,8840.4
140,9346.5
141,8100.88
142,8280.65
143,9529.34
144,7711.89
145,7903.45
146,9453.88
147,9832.94
148,8284.33
149,8461.16
150,7503.48
151,8183.77
152,8209.72
153,8458.74
154,7553.93
155,8885.32
156,8001.09
157,8585.06
158,9163.46
159,8689.95
160,8452.33
161,8391.38
162,8743.17
163,8840.4
164,8789.06
165,8237.66
166,9144.43
167,15377.3
168,9061.52
169,9322.39
170,7807.56
171,8977.09
172,7377.34
173,9512.06
174,10946.1
175,8284.33
176,8789.06
177,7943.63
178,8062.84
179,9307.8
180,8812.02
181,8530.83
182,9279.55
183,7943.63
184,8263.72
185,8704.37
186,8001.09
187,8461.16
188,8807.04
189,8003.18
190,8436.39
191,9099.13
192,8436.77
193,8237.66
194,8947.29
195,8284.33
196,7547.22
197,9809.84
198,7553.93
199,9007.44
200,7903.45
201,8423.11
202,9185.72
203,8010.75
204,9055.11
205,9099.6
206,8877.8
207,9290.21
208,8695.27
209,8372.73
210,8743.17
211,7897.01
212,8612.94
213,9453.88
214,8392.6
215,8678.71
216,9144.43
217,8054.9
218,9099.13
219,8789.09
220,7683.06
221,8781.27
222,9007.44
223,8372.73
224,8436.77
225,9055.11
226,8138.73
227,8263.72
228,7889.12
229,10946.1
230,8695.27
231,8812.02
232,8392.6
233,8695.27
234,9453.88
235,8149.15
236,8905.17
237,7503.48
238,8704.37
239,8686.96
240,8967.46
241,8462.92
242,9233.4
243,9346.5
244,9832.94
245,8585.06
246,9222.53
247,8111.27
248,9290.21
249,8949.55
250,9061.52
251,9074.31
252,8905.17
253,8689.95
254,8436.39
255,8397.37
256,9163.46
257,9011.58
258,8565.88
259,8747.24
260,8395.84
261,9036.49
262,8612.94
263,8423.11
264,8812.02
265,8695.27
266,8292.78
267,8010.75
268,8284.33
269,8049.25
270,8149.15
271,8196.32
272,8686.96
273,8392.6
274,8565.88
275,8325.32
276,9055.11
277,7547.22
278,8132.55
279,8395.84
280,9192.96
281,8111.27
282,9056.96
283,8392.6
284,8689.95
285,8477.06
286,9061.52
287,8769.55
288,8828.68
289,8054.9
290,8111.27
291,8044.87
292,9809.84
293,8149.15
294,8472.86
295,9116.1
296,8924.23
297,8235.06
298,8949.29
299,8392.6
300,8601.27
301,8515.47
302,8885.32
303,8686.96
304,8684.74
305,9167.68
306,9074.31
307,8224.74
308,8621.09
309,8325.32
310,7711.89
